word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
gavel,5,5,9.22,0.06810813373271919,0.05189158730062085,0.0899779979869683,0.0605575168345565,4.88,4.3,0.76,34.0,0.6286084137051723,0
feign,5,4,13.93,0.5239417296997765,0.08634824825517408,0.2876245501889674,0.1499256787774311,2.11,4.45,0.45,37.0,0.5103128892356443,0
flawless,8,7,9.33,0.06863007675937768,0.04478909203844636,0.06769802070255783,0.038801716491020766,2.52,7.05,1.57,53.0,0.5721008718670372,1
catch,5,4,4.61,0.5697454667273939,0.10279995624233831,0.5771263415754628,0.10001763210012735,4.11,5.64,135.51,30.0,0.47799420608517024,0
disagree,8,9,8.37,0.40275277469654036,0.03719660286715419,0.4027527746965404,0.07636847412501133,2.77,2.84,6.63,56.0,0.5756796741545204,1
restore,7,7,10.78,0.6502919236871872,0.0408999883727809,0.08120306963689568,0.053588591699292365,2.79,5.86,4.96,42.0,0.49964852397194165,0
suitable,8,7,9.78,0.504013980639582,0.03662773126391926,0.07849050533470998,0.036194186261600994,1.93,5.7,4.84,52.0,0.6197607404755779,1
wolf,4,5,4.5,0.2817448040864069,0.07888320623453476,0.15952143301708366,0.09526601051218761,4.79,6.26,20.27,35.0,0.5392773143499912,0
successor,9,9,12.24,0.5424972409583413,0.04720210853986662,0.05938813722249957,0.04109094816608566,3.29,6.11,1.67,63.0,0.5879437486606929,0
excited,7,8,6.21,0.3909998343772293,0.05680518347580044,0.3909998343772293,0.06162047568189241,2.32,8.11,48.61,36.0,0.47724236439824336,0
czar,4,4,11.71,0.3319619382774728,0.05186514931427547,0.09479065328869128,0.054441232822526574,4.14,4.53,0.69,35.0,0.5579898842695262,0
bottom,6,6,5.28,0.29529802236304137,0.050262995251984036,0.18716116013064707,0.06840398546207184,4.25,3.61,49.92,42.0,0.5607247582147625,0
quibble,7,6,11.86,0.5609550879752262,0.041280031661323914,0.5609550879752262,0.05971637061990202,2.29,4.05,0.59,47.0,0.6704893906853219,0
selfish,7,7,5.26,0.48645043408005445,0.05539773701870455,0.5132527616343346,0.05678358700984838,1.92,3.3,15.9,50.0,0.4968548725453553,1
signify,7,8,11.89,0.4873496124164406,0.057912543650660495,0.5086683189666198,0.08674819862518447,1.73,5.16,0.63,54.0,0.6110087202340633,1
gown,4,4,6.16,0.5548251732617054,0.058551618011102036,0.6190474640170143,0.061170432380165285,4.61,6.0,6.55,30.0,0.4674475880815193,0
enchanted,9,9,6.95,0.25842455097408423,0.06666029926492426,0.25842455097408423,0.07712281210227787,2.07,7.16,2.76,53.0,0.5367697217315622,0
