word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
gavel,5,5,9.22,0.06155139517131997,0.05289850657176153,0.08390067753025862,0.05763200704436187,4.88,4.3,0.76,34.0,0.6286084137051723,0
feign,5,4,13.93,0.5156700623287729,0.09027491874723548,0.2871819710017437,0.15506540311428185,2.11,4.45,0.45,37.0,0.5103128892356443,0
flawless,8,7,9.33,0.41152242583318643,0.04639697454149063,0.41152242583318643,0.04146563858960199,2.52,7.05,1.57,53.0,0.5721008718670372,1
catch,5,4,4.61,0.5350605335364731,0.10528285522647284,0.5418586609642966,0.0998112384925431,4.11,5.64,135.51,30.0,0.47799420608517024,0
disagree,8,9,8.37,0.39475198510276394,0.10001253991918042,0.394751985102764,0.08441002095002859,2.77,2.84,6.63,56.0,0.5756796741545204,1
restore,7,7,10.78,0.6344638791595086,0.042952395777694864,0.06370926653838431,0.05440190550528125,2.79,5.86,4.96,42.0,0.49964852397194165,0
suitable,8,7,9.78,0.504013980639582,0.041580392117312605,0.057267045573070295,0.034994791894766654,1.93,5.7,4.84,52.0,0.6197607404755779,1
wolf,4,5,4.5,0.2833710812233387,0.07594704780863036,0.15070658147906668,0.08791848369090342,4.79,6.26,20.27,35.0,0.5392773143499912,0
successor,9,9,12.24,0.5424972409583413,0.048296799290924,0.0664113306933026,0.03616819894795394,3.29,6.11,1.67,63.0,0.5879437486606929,0
excited,7,8,6.21,0.4045573236763277,0.05895112724977073,0.3909998343772293,0.06177405242993127,2.32,8.11,48.61,36.0,0.47724236439824336,0
czar,4,4,11.71,0.3319619382774728,0.0504086126202152,0.06614566577773395,0.054084715789210244,4.14,4.53,0.69,35.0,0.5579898842695262,0
bottom,6,6,5.28,0.34981346956065007,0.04952491265763442,0.30815332894944014,0.07398455489301946,4.25,3.61,49.92,42.0,0.5607247582147625,0
quibble,7,6,11.86,0.04850464924382796,0.034992865278733166,0.07264055083241804,0.04706014916568858,2.29,4.05,0.59,47.0,0.6704893906853219,0
selfish,7,7,5.26,0.48645043408005445,0.05743753780960783,0.5132527616343346,0.05346969122702299,1.92,3.3,15.9,50.0,0.4968548725453553,1
signify,7,8,11.89,0.4873496124164406,0.05899083134438293,0.5086683189666198,0.10550209265596978,1.73,5.16,0.63,54.0,0.6110087202340633,1
gown,4,4,6.16,0.5720592646347064,0.0610720144259755,0.6308439511344265,0.06266338766558023,4.61,6.0,6.55,30.0,0.4674475880815193,0
enchanted,9,9,6.95,0.25842455097408423,0.06888753690197916,0.25842455097408423,0.06466276698391095,2.07,7.16,2.76,53.0,0.5367697217315622,0
late,4,4,5.28,0.34430128914210156,0.17142315009684372,0.41049043609104785,0.16865756937503165,2.6,3.32,269.73,20.0,0.4354924845046864,0
ether,5,5,13.44,0.1232931428148813,0.05696425385799452,0.05397187856213207,0.04195380844035891,3.88,4.63,2.12,30.0,0.5912343647523854,0
wrinkled,8,7,7.26,0.13568837832503983,0.09007204892411833,0.07193813360933658,0.16285632530399544,4.29,3.74,1.69,42.0,0.4891278865765235,0
vandalism,9,11,12.0,0.05836968928867223,0.0287621011841838,0.041815208735429064,0.031133624922492716,3.47,1.9,1.55,67.0,0.5461423944807742,1
moustache,9,7,5.4,0.6148796077657193,0.05097483584314329,0.6148796077657193,0.03444992304444944,4.96,5.35,3.78,71.0,0.46526010515839394,0
magnet,6,7,6.1,0.34527790993620955,0.03107075896453095,0.32685924926798327,0.03560881411138463,4.7,5.65,2.75,37.0,0.5827711269708797,0
warmth,6,5,6.26,0.03931125568838802,0.03725080665447373,0.11324560303619394,0.06737853170101014,3.39,7.53,4.45,42.0,0.5244109838194253,0
suburbia,8,7,12.06,0.09121307982975793,0.02784780757495905,0.10396985561190589,0.02482674160290168,3.31,5.52,0.75,72.0,0.5932688636755608,1
stinging,8,7,6.78,0.2137092200652809,0.08460467100606038,0.10063339279485341,0.076564551085549,4.04,3.57,0.9,34.0,0.578455090111351,0
handy,5,6,7.35,0.26264749310364344,0.08938169956103746,0.15071110237364677,0.09351833209246874,1.88,6.19,12.22,29.0,0.5895786782885802,1
reach,5,4,4.89,0.4626004777026761,0.0691730925030802,0.6500117277181093,0.06551528919523116,3.7,5.78,56.92,28.0,0.5363804949750952,0
shower,6,5,4.72,0.569248789838073,0.0846065254655787,0.2421879729273767,0.0798785415325657,4.89,7.19,41.12,36.0,0.47164033931089683,0
corporate,9,8,10.84,0.10424782547528146,0.01615533907412641,0.06068586745859634,0.021397821406151617,2.27,4.9,10.22,56.0,0.6225671314607506,1
sneaky,6,6,6.58,0.10178865343529084,0.12316059298823631,0.46681652909913685,0.10382087477249083,1.97,3.94,4.24,37.0,0.59286147911046,1
speck,5,5,8.48,0.375249026774627,0.07826463738213864,0.07724134681553506,0.06971438693392179,4.46,4.33,1.86,33.0,0.6028795117836707,0
arthritis,9,8,11.67,0.04671482136001548,0.040624059328803086,0.030591166929421917,0.018681221257911045,3.5,2.32,1.94,70.0,0.5138379579649178,0
puppeteer,9,9,8.21,0.5621606181648764,0.053721592804672265,0.0556846603422607,0.031958834077923014,4.17,5.8,1.24,73.0,0.5620214975383124,1
rink,4,5,8.69,0.12209988853086637,0.0429707048017998,0.05876066943787285,0.046154582936585635,4.56,5.67,2.14,20.0,0.5640317572959761,0
snarl,5,5,8.75,0.4880734063253593,0.09399092331974199,0.49255388292241864,0.09451681593507998,4.0,2.45,0.53,36.0,0.517023155638789,0
retaliate,9,9,10.0,0.4316340359567159,0.03757109357909352,0.4429065642227113,0.042242769116314485,2.25,3.55,1.25,58.0,0.5397534649956274,0
splice,6,6,13.32,0.5234783500341785,0.06997392007313574,0.5540388690649574,0.05842818279052785,3.19,4.74,0.39,36.0,0.5964084423227906,0
period,6,6,6.78,0.5783847601185689,0.025673697315926017,0.7060817130594107,0.024012312189922346,3.31,3.33,27.78,45.0,0.5707225127383169,0
useless,7,7,7.05,0.3325647767254144,0.06363465733860016,0.3325647767254144,0.060281866816872504,1.78,2.8,19.94,50.0,0.5000741695760914,1
enamel,6,6,12.9,0.48323955303207,0.025429243221134663,0.034264060996491465,0.023843691952040995,4.21,5.42,0.57,46.0,0.5438963730343079,0
