word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
gavel,5,5,9.22,0.12337552948731838,0.05119412507307198,0.09674135948385347,0.0595019255377453,4.88,4.3,0.76,34.0,0.6286084137051723,0
feign,5,4,13.93,0.5156700623287729,0.08791651140716272,0.2871193804396652,0.16081405776046187,2.11,4.45,0.45,37.0,0.5103128892356443,0
flawless,8,7,9.33,0.41152242583318643,0.04862023060940419,0.41152242583318643,0.04146671074468543,2.52,7.05,1.57,53.0,0.5721008718670372,1
catch,5,4,4.61,0.5770233987983803,0.09781260673422508,0.5856464129289154,0.09976485155933197,4.11,5.64,135.51,30.0,0.47799420608517024,0
disagree,8,9,8.37,0.44065601582723635,0.03615821050561709,0.44065601582723635,0.08532079391558438,2.77,2.84,6.63,56.0,0.5756796741545204,1
restore,7,7,10.78,0.6344638791595086,0.04261675833182585,0.0489823148599571,0.0517381996224427,2.79,5.86,4.96,42.0,0.49964852397194165,0
suitable,8,7,9.78,0.504013980639582,0.045706336743282075,0.09050312429946702,0.03794259193686265,1.93,5.7,4.84,52.0,0.6197607404755779,1
wolf,4,5,4.5,0.2822954031346657,0.07771713669150476,0.1547163792408776,0.09126642323591158,4.79,6.26,20.27,35.0,0.5392773143499912,0
successor,9,9,12.24,0.07807527914059396,0.030582706922915138,0.01443427610491214,0.028516005317385542,3.29,6.11,1.67,63.0,0.5879437486606929,0
excited,7,8,6.21,0.3909998343772293,0.0554035970408828,0.3909998343772293,0.057170392049566324,2.32,8.11,48.61,36.0,0.47724236439824336,0
czar,4,4,11.71,0.4142744504235338,0.04911823358208683,0.09479065328869128,0.05363842799000108,4.14,4.53,0.69,35.0,0.5579898842695262,0
bottom,6,6,5.28,0.34981346956065007,0.051116547489985474,0.3051292745456349,0.07643012766359125,4.25,3.61,49.92,42.0,0.5607247582147625,0
quibble,7,6,11.86,0.5609550879752262,0.043084250912548874,0.5609550879752262,0.06097608157250606,2.29,4.05,0.59,47.0,0.6704893906853219,0
selfish,7,7,5.26,0.48645043408005445,0.054081574802319066,0.5132527616343346,0.052876281427942165,1.92,3.3,15.9,50.0,0.4968548725453553,1
signify,7,8,11.89,0.046248222095530006,0.05138457613329069,0.5324951086403497,0.08202492182309074,1.73,5.16,0.63,54.0,0.6110087202340633,1
gown,4,4,6.16,0.5986136034353847,0.05842402208435361,0.6308439511344265,0.06393350153782343,4.61,6.0,6.55,30.0,0.4674475880815193,0
enchanted,9,9,6.95,0.25842455097408423,0.05971259951614459,0.25842455097408423,0.0403798937536504,2.07,7.16,2.76,53.0,0.5367697217315622,0
late,4,4,5.28,0.3381252358262445,0.17553795000412106,0.40892174946469917,0.1858826145376872,2.6,3.32,269.73,20.0,0.4354924845046864,0
ether,5,5,13.44,0.12323548675394051,0.06037033965012883,0.08683640772041676,0.03904338359167472,3.88,4.63,2.12,30.0,0.5912343647523854,0
wrinkled,8,7,7.26,0.08800717049992603,0.08325104210084758,0.18916907909881528,0.06713186626057792,4.29,3.74,1.69,42.0,0.4891278865765235,0
vandalism,9,11,12.0,0.0798286463943264,0.021496288402895407,0.04594388953621586,0.02529839415875405,3.47,1.9,1.55,67.0,0.5461423944807742,1
moustache,9,7,5.4,0.6148796077657193,0.06898073014183968,0.6148796077657193,0.034173437489356744,4.96,5.35,3.78,71.0,0.46526010515839394,0
magnet,6,7,6.1,0.45113181276695824,0.031592899956616335,0.5060629526908044,0.03580172914963775,4.7,5.65,2.75,37.0,0.5827711269708797,0
warmth,6,5,6.26,0.030462460466524083,0.03458902556780458,0.045593997667073935,0.06878485499445092,3.39,7.53,4.45,42.0,0.5244109838194253,0
suburbia,8,7,12.06,0.12401651917356965,0.026206814572898578,0.08193070364668434,0.024644375566719078,3.31,5.52,0.75,72.0,0.5932688636755608,1
stinging,8,7,6.78,0.11183169773191412,0.08873229866630694,0.07252604212687383,0.08089012954497747,4.04,3.57,0.9,34.0,0.578455090111351,0
handy,5,6,7.35,0.26553937580687537,0.0860498626707232,0.20482551698910098,0.09085500738557403,1.88,6.19,12.22,29.0,0.5895786782885802,1
reach,5,4,4.89,0.43309007587998355,0.06419663080995237,0.6672850409707672,0.06705304619359855,3.7,5.78,56.92,28.0,0.5363804949750952,0
shower,6,5,4.72,0.5835669859059502,0.08327775166098449,0.15322448376637562,0.08227341381075294,4.89,7.19,41.12,36.0,0.47164033931089683,0
corporate,9,8,10.84,0.10450233274321817,0.016693639528702463,0.05136525508601211,0.02103499994663949,2.27,4.9,10.22,56.0,0.6225671314607506,1
sneaky,6,6,6.58,0.019976500436813396,0.1112197800697752,0.2787518425702754,0.09416311344374557,1.97,3.94,4.24,37.0,0.59286147911046,1
speck,5,5,8.48,0.3124653471185246,0.08069066459102034,0.06500337752416357,0.07056910835483655,4.46,4.33,1.86,33.0,0.6028795117836707,0
arthritis,9,8,11.67,0.06541779602068104,0.0503437178756792,0.03875297887370141,0.01942252631121111,3.5,2.32,1.94,70.0,0.5138379579649178,0
puppeteer,9,9,8.21,0.13163837737915673,0.04515202732534091,0.0686746247704784,0.027124144604870632,4.17,5.8,1.24,73.0,0.5620214975383124,1
rink,4,5,8.69,0.12559591268154863,0.042944488131864245,0.09168754359294408,0.047025053941086636,4.56,5.67,2.14,20.0,0.5640317572959761,0
snarl,5,5,8.75,0.5168445783572263,0.08720136150742451,0.5168445783572263,0.09723722385663457,4.0,2.45,0.53,36.0,0.517023155638789,0
retaliate,9,9,10.0,0.4316340359567159,0.03792412143131094,0.4429065642227113,0.03813289914415216,2.25,3.55,1.25,58.0,0.5397534649956274,0
splice,6,6,13.32,0.05630657133818499,0.061954225997459825,0.5935128728130469,0.0567106597964018,3.19,4.74,0.39,36.0,0.5964084423227906,0
period,6,6,6.78,0.1420836056719089,0.023209644543549637,0.12370189031015223,0.021652930404687826,3.31,3.33,27.78,45.0,0.5707225127383169,0
useless,7,7,7.05,0.3325647767254144,0.06319424132435994,0.3325647767254144,0.0634797924527715,1.78,2.8,19.94,50.0,0.5000741695760914,1
enamel,6,6,12.9,0.48323955303207,0.02561375018213376,0.04168484137272954,0.023396011651920016,4.21,5.42,0.57,46.0,0.5438963730343079,0
teeny,5,5,5.42,0.2902826869659927,0.09743447539847057,0.11991428185947066,0.08214363361983269,3.17,5.62,2.51,35.0,0.5713091343607777,0
boy,3,3,3.67,0.5843867234362335,0.1989721986667611,0.5968134523055989,0.12678608603139663,4.76,5.84,529.82,20.0,0.3936697997511812,0
puck,4,4,7.79,0.1642353507070294,0.06630491636721557,0.1642353507070294,0.12762222456933262,4.5,4.28,2.88,21.0,0.6129297443409079,0
pumpkin,7,8,4.78,0.5330811341262739,0.07323991639649115,0.5330811341262739,0.08340197185879077,4.9,7.0,10.84,52.0,0.5623069451258635,0
reciprocate,11,11,13.0,0.5313156716386737,0.0376931568769381,0.5313156716386737,0.03543603899330068,2.15,6.6,0.51,78.0,0.6125994952388958,1
malt,4,5,9.18,0.12811523831227545,0.0421330221501405,0.5297215332500683,0.04549322709064219,4.57,6.14,1.65,20.0,0.5032399879443589,0
motherless,10,8,7.39,0.11490139549631621,0.051329751362900786,0.1655403898298443,0.06601223047590844,3.08,1.9,0.57,67.0,0.5263168108323913,1
personnel,9,9,11.26,0.3021170027556732,0.021332999533481924,0.04175745960916847,0.017397895263283135,3.56,5.37,16.37,68.0,0.5536170548882344,0
savvy,5,5,12.35,0.11304268422357615,0.051378906498826406,0.12183284824784558,0.047650730235565306,2.03,6.4,1.06,38.0,0.6302715946719,0
radical,7,7,11.9,0.38581631993260734,0.035915338515334856,0.4502727807833769,0.027825425359930805,2.1,4.36,4.27,48.0,0.5745935753540531,1
buck,4,4,7.68,0.24679719285342722,0.11156618295825912,0.21047834298307252,0.21785874791008705,4.67,6.5,33.75,20.0,0.5601767605332507,0
pituitary,9,11,13.06,0.12899580716259243,0.015577142635651289,0.05422489321088696,0.017777396393929615,3.33,4.79,0.63,78.0,0.5331314346182443,0
flap,4,5,7.21,0.4224586447796892,0.06913636829982633,0.434815203109998,0.08265321097465221,4.14,5.74,2.65,25.0,0.5721188531782204,0
entrails,8,8,14.06,0.06735929590776381,0.04468541578743836,0.10943959195629961,0.05014874370826814,4.58,3.37,0.88,54.0,0.5154983279095123,0
stairs,6,5,4.22,0.560946790316757,0.08623970148141111,0.560946790316757,0.07332386818884713,5.0,5.48,23.76,36.0,0.4734896066099178,0
whistle,7,5,5.42,0.40971657139671913,0.06139920198132209,0.5036679704033983,0.08094198221816432,4.42,5.7,15.45,35.0,0.5585843760246847,0
champagne,9,8,10.26,0.566515137814778,0.043723427409501525,0.21513393891513746,0.038602771384792296,4.82,6.86,31.29,62.0,0.4579285172120663,0
cake,4,4,3.26,0.4856326846043051,0.08232139102269946,0.6266386829517839,0.082241808849437,4.81,7.58,45.06,20.0,0.46907815340234976,0
percentile,10,9,12.94,0.12071242231509617,0.019218502256961565,0.05159257613814777,0.02152342267651886,2.97,4.55,0.65,64.0,0.6321401584286693,1
enforce,7,6,9.11,0.4664978859712613,0.05471721287976297,0.4421230193760626,0.09913269847554587,2.4,5.32,1.69,48.0,0.5597413761991105,1
unseen,6,7,9.56,0.14669004417792234,0.04345695028727608,0.10553251604243818,0.05668393899176635,1.67,4.38,2.16,51.0,0.5834279778744593,1
potassium,9,8,11.89,0.0867030689579301,0.021338832611122405,0.09404705830581461,0.020254360163276242,4.23,6.1,1.65,81.0,0.4705605491190187,0
phlegm,6,5,11.27,0.4096650454244019,0.05079956738859094,0.07942032360948519,0.07279146839562932,4.48,2.52,0.67,58.0,0.5314218865608782,0
excite,6,6,6.61,0.3882237553212971,0.03528966666999166,0.2884593949043819,0.04413465673203643,1.97,7.79,2.14,40.0,0.5981665150218836,0
putrid,6,8,13.14,0.12412302306405915,0.05551957810808187,0.06524570593654953,0.05301247220441578,3.46,2.8,0.63,49.0,0.463928878906266,0
grilled,7,6,7.26,0.08447135961992605,0.0763075907996867,0.06581160489022832,0.07285383102055998,4.23,6.67,2.24,37.0,0.44048949426458794,0
prospector,10,11,11.78,0.5440111572589718,0.03959476392802446,0.156641517539719,0.045243848817877574,3.57,4.84,0.59,51.0,0.5735855510371543,1
winch,5,5,12.22,0.055164552915951105,0.04701661811161161,0.11186795528719466,0.04003534869000985,4.4,4.05,1.35,31.0,0.5571364065879237,0
brush,5,5,3.78,0.47936305730507567,0.08441983977111037,0.5410383964449883,0.0853101528290334,4.54,5.47,14.16,35.0,0.5361468675251954,0
beige,5,4,7.74,0.46493307643525833,0.052234285865143996,0.1521778186107348,0.05041152103373004,3.41,5.26,1.35,39.0,0.5458315971635267,0
motel,5,6,7.11,0.14149249780701498,0.06461411967499507,0.1277198617848543,0.05443042879322219,4.93,5.3,18.18,35.0,0.5560279865938138,0
porch,5,4,5.4,0.19902756808063993,0.06419233352258134,0.07947285551107211,0.06687741541348471,4.92,6.4,9.63,33.0,0.5469110767883735,0
allergy,7,6,8.11,0.02524904333431612,0.027070928089740286,0.038977450402018984,0.022718914388406126,3.68,2.9,1.69,53.0,0.4919002005326588,1
church,6,4,5.15,0.3781913626252026,0.03569875594596046,0.6648420945358706,0.04555149078806124,4.9,5.21,69.67,45.0,0.4530475320857166,0
jaded,5,6,11.61,0.09342540126824944,0.054965006078065155,0.08201520147720007,0.04905662251596589,2.07,3.62,0.78,36.0,0.5950640946293959,0
ammunition,10,10,9.67,0.11779324631352253,0.025592565579217526,0.0437171094876249,0.0256643981267899,4.88,4.59,5.88,70.0,0.4759779711597022,0
dingo,5,6,11.29,0.35029686934611787,0.11017112672713872,0.12042942272933681,0.06482612801710222,4.73,5.65,1.29,31.0,0.4848346213176266,0
pollen,6,6,7.86,0.07937100607098216,0.03486597817989174,0.439086321984553,0.03558651655312308,4.86,3.81,1.22,39.0,0.5713586661525726,0
immobile,8,7,10.05,0.09976985388844477,0.03512064781292508,0.07879178822742357,0.029665668226104166,2.86,2.89,0.49,58.0,0.5732890715022256,1
methodical,10,9,12.74,0.42573093043992066,0.03689482790901498,0.0604928667038408,0.03141268439563264,1.93,5.11,0.51,70.0,0.6164885304127639,1
flannel,7,6,9.44,0.03840413962621346,0.040019614225801164,0.07534241176249559,0.06521629654815243,4.43,5.55,1.37,48.0,0.4973097497242477,0
syphilis,8,8,14.67,0.329016885990305,0.0246378628802579,0.08555409402251098,0.03095929956948121,3.93,2.17,1.92,72.0,0.5184705969840477,0
hallowed,8,6,11.22,0.27708028096281173,0.056627460900729704,0.27708028096281173,0.061272753078642696,1.86,5.45,2.29,42.0,0.6350571250639608,0
gratitude,9,10,8.26,0.07956426151214332,0.039022502433092666,0.07741454008990098,0.04224263310091818,2.56,6.67,7.75,64.0,0.5124766116914979,1
chauffeur,9,6,9.84,0.5138863993195792,0.061630706468951524,0.10898661432291279,0.060274858389116906,4.43,5.42,5.63,68.0,0.5527983221819206,0
poke,4,4,4.95,0.1117974837446624,0.07141772637025391,0.2566362730209144,0.17361349804936083,4.22,4.14,5.84,20.0,0.5867208647509663,0
exhibit,7,8,9.11,0.5474819663612593,0.03310418719388927,0.5847892623419455,0.04148183528157983,3.5,5.77,7.61,57.0,0.6142796774440836,1
chop,4,4,6.74,0.3501380327548616,0.09846710139262134,0.3821629678908325,0.10149651505053457,4.48,4.6,13.61,22.0,0.5290541647073363,0
chunky,6,6,7.42,0.1199205410634877,0.1312184688653845,0.09786755068518432,0.10597589632209853,3.69,4.1,1.39,35.0,0.5874044814580356,1
nincompoop,10,10,6.82,0.47461012866577557,0.028800550617146738,0.47461012866577557,0.034138931698799974,2.4,5.0,0.82,96.0,0.46886660267916486,0
bossy,5,5,7.06,0.09767217488996892,0.10080261405783977,0.1760948469224433,0.08879899128051133,2.21,2.86,1.75,37.0,0.5499569560989624,1
mince,5,5,11.11,0.32623212460179973,0.05216291094301815,0.1425851402025735,0.05437306111867586,4.0,5.23,0.53,31.0,0.5866702999778488,0
penal,5,5,12.82,0.31445638035135276,0.03464915706946424,0.12533978946129923,0.029547721857268047,2.35,3.55,1.29,35.0,0.6033064674236855,0
disengage,9,10,12.58,0.40208118300329126,0.04687513659903043,0.3926412329562531,0.039099366477163874,2.69,4.05,1.06,72.0,0.5896201794244214,1
enemy,5,6,7.26,0.29670465827154563,0.03779195930830904,0.6511151213862282,0.04355136070651198,2.83,2.22,48.51,45.0,0.5006595916472184,0
magnetism,9,11,10.94,0.5437900244146113,0.054562823132921746,0.5437900244146113,0.024666298953455505,2.54,6.0,0.96,56.0,0.55955267615389,1
ingredient,10,11,7.85,0.07678463930264608,0.012645720958863984,0.08469124852112567,0.012618299341748516,3.84,5.86,2.61,74.0,0.5635766386427107,0
pound,5,5,6.79,0.15265340327803298,0.07714426207896805,0.2074008629092545,0.07782290069249875,4.61,4.62,13.88,31.0,0.54000568260545,0
engine,6,6,6.28,0.1799964605522548,0.035402625605460585,0.1137802450324748,0.03637451899538321,4.86,5.48,31.88,39.0,0.4558873402721956,0
anatomy,7,8,11.94,0.060546367590785646,0.042942611263751006,0.07807771517277864,0.0199326622448235,3.59,6.29,3.2,57.0,0.5413292913640237,1
reprimand,9,10,9.5,0.4449240320213418,0.0365134726076808,0.4449240320213418,0.0311193255767231,2.63,2.67,0.53,65.0,0.563404890189666,0
skip,4,5,4.68,0.2687247928138526,0.0818343985088419,0.2731766230411487,0.08061383718953971,4.07,4.76,21.1,27.0,0.5949945944433973,0
zinc,4,5,12.47,0.047434270917880626,0.04469443983118789,0.03387396003856144,0.050214602822134816,4.4,4.79,0.84,36.0,0.5212076120889364,0
epilepsy,8,9,12.39,0.07974141456512182,0.017433446597759496,0.11916238694905004,0.023215621940538694,3.29,2.7,1.04,76.0,0.550774390126904,1
provoke,7,7,8.39,0.5634780856186842,0.05650551967292222,0.5365282170882949,0.11270482957340869,2.39,3.3,2.49,50.0,0.528471140634224,0
filth,5,5,7.45,0.5410280520394276,0.06418615530413103,0.5410280520394276,0.06083157346870365,4.14,2.62,4.53,36.0,0.5540561542541359,0
symptom,7,8,8.68,0.6298580059966402,0.028999751280996293,0.6433029643857723,0.05397189323821693,3.19,3.33,1.88,64.0,0.513492044452075,0
twist,5,6,6.46,0.41477008941636917,0.08221034517520209,0.4256169889384722,0.09001578293228375,3.9,4.61,12.61,36.0,0.5703467195945549,0
coat,4,4,3.58,0.4069016441281546,0.06880319042290162,0.09251431691490684,0.15178838503423556,4.97,5.29,42.08,22.0,0.46022006461899795,0
