word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
gavel,5,5,9.22,0.10430425068345393,0.050756214815659124,0.0821739787294405,0.05798248288967275,4.88,4.3,0.76,34.0,0.6286084137051723,0
feign,5,4,13.93,0.5127029945559475,0.10203323507955323,0.288344624847585,0.16892478958800483,2.11,4.45,0.45,37.0,0.5103128892356443,0
flawless,8,7,9.33,0.41152242583318643,0.04695318518290832,0.41152242583318643,0.041054261971165025,2.52,7.05,1.57,53.0,0.5721008718670372,1
catch,5,4,4.61,0.5772888542219257,0.1052276981671491,0.5910387455118069,0.0974429771197147,4.11,5.64,135.51,30.0,0.47799420608517024,0
disagree,8,9,8.37,0.40275277469654036,0.09997012300925692,0.4027527746965404,0.08431873963537607,2.77,2.84,6.63,56.0,0.5756796741545204,1
restore,7,7,10.78,0.6344638791595086,0.04372810674652996,0.05434900740186213,0.058706169009649437,2.79,5.86,4.96,42.0,0.49964852397194165,0
suitable,8,7,9.78,0.504013980639582,0.042785273319162265,0.09839222634248843,0.03746543037849479,1.93,5.7,4.84,52.0,0.6197607404755779,1
wolf,4,5,4.5,0.28018508772317097,0.07564926848743807,0.1608676263500252,0.09322377801035352,4.79,6.26,20.27,35.0,0.5392773143499912,0
successor,9,9,12.24,0.039833992333138946,0.02920026001887434,0.015705540361101715,0.025162094711919856,3.29,6.11,1.67,63.0,0.5879437486606929,0
excited,7,8,6.21,0.4045573236763277,0.058758851517311306,0.3909998343772293,0.05990815779808066,2.32,8.11,48.61,36.0,0.47724236439824336,0
czar,4,4,11.71,0.3590708145447648,0.05291339523086997,0.09479065328869128,0.05212215871515342,4.14,4.53,0.69,35.0,0.5579898842695262,0
bottom,6,6,5.28,0.36174636509648367,0.05077122999202662,0.3681313193013232,0.07754835237252093,4.25,3.61,49.92,42.0,0.5607247582147625,0
quibble,7,6,11.86,0.08149699856368109,0.03241905526009145,0.11737582090494815,0.047433522751674666,2.29,4.05,0.59,47.0,0.6704893906853219,0
selfish,7,7,5.26,0.5132527616343346,0.054822910915928016,0.5132527616343346,0.052522231702462646,1.92,3.3,15.9,50.0,0.4968548725453553,1
signify,7,8,11.89,0.4873496124164406,0.06008946180190719,0.5086683189666198,0.09519423927637899,1.73,5.16,0.63,54.0,0.6110087202340633,1
gown,4,4,6.16,0.558666568549541,0.06104810739931527,0.6308439511344265,0.06293338321150635,4.61,6.0,6.55,30.0,0.4674475880815193,0
enchanted,9,9,6.95,0.25842455097408423,0.06225785603122381,0.25842455097408423,0.052150258164448016,2.07,7.16,2.76,53.0,0.5367697217315622,0
late,4,4,5.28,0.1880803580370338,0.15309980752765665,0.2608964785879319,0.16611629747604575,2.6,3.32,269.73,20.0,0.4354924845046864,0
ether,5,5,13.44,0.15722742542204474,0.05669512919172994,0.0667451560517348,0.040997760143152,3.88,4.63,2.12,30.0,0.5912343647523854,0
wrinkled,8,7,7.26,0.2330871738707259,0.08855251381951432,0.12455378137380815,0.07157301053293685,4.29,3.74,1.69,42.0,0.4891278865765235,0
vandalism,9,11,12.0,0.061189881856838595,0.02918396977588374,0.057618068287156245,0.02879096505051002,3.47,1.9,1.55,67.0,0.5461423944807742,1
moustache,9,7,5.4,0.6148796077657193,0.07022846317638423,0.6148796077657193,0.0345860654547258,4.96,5.35,3.78,71.0,0.46526010515839394,0
magnet,6,7,6.1,0.4477810867513098,0.09289006228322991,0.3584732421871113,0.037778417032386775,4.7,5.65,2.75,37.0,0.5827711269708797,0
warmth,6,5,6.26,0.08588870099183261,0.03700184432510338,0.1444944633809827,0.07306642667087201,3.39,7.53,4.45,42.0,0.5244109838194253,0
suburbia,8,7,12.06,0.051913416929351724,0.03064837997888341,0.07190998013420119,0.02584777462711632,3.31,5.52,0.75,72.0,0.5932688636755608,1
stinging,8,7,6.78,0.1266383689442256,0.08283670585356182,0.16903030536844282,0.07729945945147752,4.04,3.57,0.9,34.0,0.578455090111351,0
handy,5,6,7.35,0.2626474931036434,0.09553591050901449,0.18180099245380604,0.09425479558623198,1.88,6.19,12.22,29.0,0.5895786782885802,1
reach,5,4,4.89,0.2486414059618596,0.06142660693623127,0.5768991413379073,0.06375469778449672,3.7,5.78,56.92,28.0,0.5363804949750952,0
shower,6,5,4.72,0.5692487898380729,0.08898383618650861,0.1276219841418165,0.08420084346768938,4.89,7.19,41.12,36.0,0.47164033931089683,0
corporate,9,8,10.84,0.10450233274321817,0.017545091947080198,0.050837402319472265,0.02045938578616698,2.27,4.9,10.22,56.0,0.6225671314607506,1
sneaky,6,6,6.58,0.12625417758343804,0.12648698359463895,0.46572629930907067,0.11714401928146775,1.97,3.94,4.24,37.0,0.59286147911046,1
speck,5,5,8.48,0.20421380892311208,0.07072785079846695,0.08391429533835097,0.06479261923506625,4.46,4.33,1.86,33.0,0.6028795117836707,0
arthritis,9,8,11.67,0.03164843216568465,0.03224863845295846,0.05049243711362952,0.0173242134755181,3.5,2.32,1.94,70.0,0.5138379579649178,0
puppeteer,9,9,8.21,0.09879901636167111,0.0349306475605097,0.15154419473395103,0.026309357519615495,4.17,5.8,1.24,73.0,0.5620214975383124,1
rink,4,5,8.69,0.13026853050051374,0.044394528873640565,0.05735596716679417,0.04764125275281761,4.56,5.67,2.14,20.0,0.5640317572959761,0
snarl,5,5,8.75,0.49058367453698715,0.08723712174160728,0.49562372290993656,0.09233543945755952,4.0,2.45,0.53,36.0,0.517023155638789,0
retaliate,9,9,10.0,0.4316340359567159,0.035136973475380966,0.4316340359567159,0.035626738283674006,2.25,3.55,1.25,58.0,0.5397534649956274,0
splice,6,6,13.32,0.5234783500341785,0.08206228070590714,0.5234783500341785,0.05411868846890835,3.19,4.74,0.39,36.0,0.5964084423227906,0
period,6,6,6.78,0.15077131795833706,0.022205290621773874,0.0589819385574167,0.022298167848366177,3.31,3.33,27.78,45.0,0.5707225127383169,0
useless,7,7,7.05,0.3396004766357422,0.060375125923069144,0.3396004766357422,0.06291575808342055,1.78,2.8,19.94,50.0,0.5000741695760914,1
enamel,6,6,12.9,0.11453283708083811,0.024911508816125374,0.054107369878931014,0.022243090728541286,4.21,5.42,0.57,46.0,0.5438963730343079,0
teeny,5,5,5.42,0.2902826869659927,0.11329523951432559,0.11991428185947066,0.08849007928486508,3.17,5.62,2.51,35.0,0.5713091343607777,0
boy,3,3,3.67,0.3647788218360355,0.20598306911837738,0.22004854932779117,0.12566243063723828,4.76,5.84,529.82,20.0,0.3936697997511812,0
puck,4,4,7.79,0.17403280638264487,0.06560035310751418,0.16385133914056083,0.11882977463953032,4.5,4.28,2.88,21.0,0.6129297443409079,0
pumpkin,7,8,4.78,0.24645382353337153,0.05852592600407946,0.1445064976919987,0.060661111520231466,4.9,7.0,10.84,52.0,0.5623069451258635,0
reciprocate,11,11,13.0,0.5313156716386737,0.038115779562156,0.5313156716386737,0.03656041341059228,2.15,6.6,0.51,78.0,0.6125994952388958,1
malt,4,5,9.18,0.1120571628962372,0.04563071862906586,0.6091969997977867,0.04844393428277741,4.57,6.14,1.65,20.0,0.5032399879443589,0
motherless,10,8,7.39,0.15396288510497197,0.055631997804086536,0.26465781959455537,0.0647838123609527,3.08,1.9,0.57,67.0,0.5263168108323913,1
personnel,9,9,11.26,0.3021170027556732,0.02564250835873422,0.0847167141207829,0.016976004560363855,3.56,5.37,16.37,68.0,0.5536170548882344,0
savvy,5,5,12.35,0.07123820528703323,0.04753556326246528,0.12325649485527194,0.04787240003485214,2.03,6.4,1.06,38.0,0.6302715946719,0
radical,7,7,11.9,0.3882151592775742,0.037973810096629285,0.4502727807833769,0.0274818286967981,2.1,4.36,4.27,48.0,0.5745935753540531,1
buck,4,4,7.68,0.3975862980276219,0.24207468098155008,0.4127017781234259,0.23518881318619891,4.67,6.5,33.75,20.0,0.5601767605332507,0
pituitary,9,11,13.06,0.038554763294101346,0.02721681236816045,0.05257089719679392,0.018138366158204487,3.33,4.79,0.63,78.0,0.5331314346182443,0
flap,4,5,7.21,0.4131515043977421,0.06928866323037239,0.4310447656470642,0.0821335001219131,4.14,5.74,2.65,25.0,0.5721188531782204,0
entrails,8,8,14.06,0.14223734042293773,0.04464536243002504,0.16903879760146087,0.053588797086130416,4.58,3.37,0.88,54.0,0.5154983279095123,0
stairs,6,5,4.22,0.5494793904517105,0.06882210863474669,0.5494793904517105,0.065877565571597,5.0,5.48,23.76,36.0,0.4734896066099178,0
whistle,7,5,5.42,0.40971657139671913,0.05919171446521793,0.5036679704033983,0.08075934464997822,4.42,5.7,15.45,35.0,0.5585843760246847,0
champagne,9,8,10.26,0.566515137814778,0.04940832013272638,0.20061281968998393,0.03646694575398361,4.82,6.86,31.29,62.0,0.4579285172120663,0
