word,length,n_phon,aoa,OSC_te,OSC_ld,PSC_te,PSC_ld,concr,val,freq,old20,snd,morph
gavel,5,5,9.22,0.17402525693414592,0.0502070113959099,0.15195822168690198,0.0631499968139006,4.88,4.3,0.76,34.0,0.6286084137051723,0
feign,5,4,13.93,0.50009295652144,0.045052957186282466,0.29464428435810114,0.17134461294539596,2.11,4.45,0.45,37.0,0.5103128892356443,0
flawless,8,7,9.33,0.41152242583318643,0.049533172424034363,0.41152242583318643,0.03939250481637397,2.52,7.05,1.57,53.0,0.5721008718670372,1
catch,5,4,4.61,0.40465139292799607,0.11158160840822424,0.4079418698483395,0.1003695043940757,4.11,5.64,135.51,30.0,0.47799420608517024,0
disagree,8,9,8.37,0.31202077034249814,0.03676004547508585,0.31202077034249814,0.037124822384731186,2.77,2.84,6.63,56.0,0.5756796741545204,1
restore,7,7,10.78,0.6546809133379707,0.04157438296003753,0.10617169488669088,0.04987630395211526,2.79,5.86,4.96,42.0,0.49964852397194165,0
suitable,8,7,9.78,0.05208200359817454,0.04510216892295207,0.038736251327275095,0.040065258033091584,1.93,5.7,4.84,52.0,0.6197607404755779,1
wolf,4,5,4.5,0.2858737606406313,0.08242750154939622,0.15874096618785716,0.09410258751582373,4.79,6.26,20.27,35.0,0.5392773143499912,0
successor,9,9,12.24,0.08701406935220467,0.030266808043359853,0.05118028685145862,0.030907772586030675,3.29,6.11,1.67,63.0,0.5879437486606929,0
excited,7,8,6.21,0.416365459517478,0.053070515273705945,0.2111194776996398,0.06293687748773152,2.32,8.11,48.61,36.0,0.47724236439824336,0
czar,4,4,11.71,0.45670824587521475,0.05062106477161062,0.12007761847093165,0.047577042862303805,4.14,4.53,0.69,35.0,0.5579898842695262,0
bottom,6,6,5.28,0.3595243781834022,0.051663779448697884,0.3051292745456349,0.07355406088053257,4.25,3.61,49.92,42.0,0.5607247582147625,0
quibble,7,6,11.86,0.5609550879752262,0.045415604331832574,0.5609550879752262,0.07035356449428067,2.29,4.05,0.59,47.0,0.6704893906853219,0
selfish,7,7,5.26,0.40256737732347603,0.057998242764763314,0.44686373676289415,0.05250405380830523,1.92,3.3,15.9,50.0,0.4968548725453553,1
signify,7,8,11.89,0.08126726816599492,0.04304781569281992,0.5044223592862257,0.027962529824638493,1.73,5.16,0.63,54.0,0.6110087202340633,1
gown,4,4,6.16,0.3261206637980323,0.05810761330779167,0.10464914155611174,0.061355843836783185,4.61,6.0,6.55,30.0,0.4674475880815193,0
