,word,word length,nr_phon,aoa,OSC_m,OSC_h,PSC_m,PSC_h,conc,val,freq_subtlex,old20,morph
1440,collar,6,6,6.56,0.35575461477962456,0.19329672575170945,0.1376906971193024,0.187838610759656,4.64,4.95,10.51,35.0,0
1441,colleague,9,6,12.42,0.6363335734289439,0.08638034996329733,0.6363335734289439,0.07139531843780017,3.79,5.26,6.78,67.0,0
1442,collection,10,8,7.21,0.2995096047744901,0.15032532308169497,0.2995096047744901,0.10668894748109059,4.04,5.9,18.16,49.0,1
1443,collective,10,9,9.81,0.39012258198240535,0.06520553522648591,0.39012258198240535,0.061457365939790044,2.52,5.19,2.39,53.0,1
1444,collector,9,9,8.0,0.7289265235043171,0.2479209347070427,0.1777604699915433,0.24038032835461487,4.1,5.27,4.31,55.0,1
1445,college,7,6,8.37,0.5198648840204454,0.08291375672501845,0.5198648840204454,0.04334133407221279,4.62,6.44,85.18,43.0,0
1446,collide,7,6,9.79,0.40555188740285353,0.08373343606357024,0.3855417722356014,0.08487176741153928,4.0,3.1,0.92,36.0,0
1447,collie,6,5,7.05,0.08531309581575823,0.1843713087277601,0.05809629153070294,0.14274388699326634,4.77,6.8,1.04,33.0,0
1448,cologne,7,6,8.26,0.07225264612671883,0.0501128036814145,0.04107040200957852,0.04493478759969889,4.76,6.05,3.16,53.0,0
1449,colon,5,6,10.75,0.04409320013415133,0.13653847719352727,0.5064305389203999,0.03899333721729041,4.66,4.04,2.53,34.0,0
1450,colonel,7,5,9.62,0.4217855961973653,0.09895808753209134,0.3705342639708673,0.157664880102002,3.89,5.18,96.25,38.0,0
1451,colony,6,7,8.21,0.10847699055784726,0.036838943991334965,0.6708637419031199,0.07330540351426586,3.77,5.52,5.92,38.0,1
1452,color,5,6,4.0,0.4446365965280679,0.06878629545570494,0.6850218584718761,0.22203989785664696,4.08,7.05,39.43,36.0,0
1453,colossal,8,7,9.0,0.29856836606423476,0.049867523656961364,0.06257764494833991,0.040561835372186994,2.69,4.33,1.41,62.0,1
1454,column,6,6,7.56,0.58822181760736,0.1043996173402487,0.4690056140296315,0.18035740086514104,4.48,5.0,10.96,48.0,0
1455,columnist,9,10,10.85,0.43683149730151405,0.08188270630983593,0.43683149730151405,0.07754233888713034,4.14,5.47,1.0,63.0,1
1456,coma,4,5,10.83,0.24302952279623002,0.10079375888050437,0.3777679520069918,0.0984343251273068,3.69,1.89,12.27,23.0,0
1457,comatose,8,8,14.24,0.08625369512077667,0.03629101376103382,0.15997106885175683,0.054260112057858356,3.62,2.0,0.98,59.0,0
1458,comb,4,4,5.5,0.07161867626417788,0.09784033026249643,0.1585106410894068,0.13549572434324725,5.0,5.65,6.06,26.0,0
1459,combat,6,7,10.33,0.3032206401411952,0.04695061711211419,0.11406171472816795,0.06830848576411257,3.67,2.95,13.84,38.0,0
1460,combative,9,9,11.74,0.0967329545814621,0.043121021838829945,0.2115780392971939,0.036891147177550265,2.28,3.65,0.53,63.0,1
1461,combo,5,6,8.78,0.2600356361649837,0.18426833046385646,0.5138614406206555,0.08485617039963478,3.37,6.17,2.45,35.0,0
1462,combustion,10,10,11.42,0.03453463115742577,0.048333626437067435,0.04036675787005024,0.06853951770515285,3.86,4.43,1.25,60.0,1
1463,come,4,4,3.32,0.42185317097736214,0.19358158115723884,0.48574819789106743,0.2741918301884898,2.72,5.64,3140.98,20.0,0
1464,comedy,6,7,8.11,0.15268269242779484,0.05632146286423572,0.6873494747130101,0.0860638421806461,3.1,8.05,11.8,39.0,0
1465,comet,5,6,8.16,0.3372693040006484,0.19614501848742608,0.5937406163026516,0.2162856175661668,4.67,6.9,3.08,33.0,0
1466,comfort,7,7,7.29,0.38820717232103313,0.13973572612054536,0.3884601579214425,0.13533381227503977,2.89,7.24,17.22,48.0,0
1467,comfortable,11,10,7.17,0.66378385089479,0.174142695837685,0.6651652237666142,0.14283441627881047,2.33,7.67,47.22,69.0,1
1468,comforter,9,9,8.61,0.47584870209676844,0.09155197217598834,0.20780235044982703,0.22793599567256365,4.7,6.65,0.39,54.0,1
1469,comforting,10,9,8.67,0.2693582577812733,0.05786869686127422,0.1266495303212831,0.23760591356936686,2.41,7.47,4.35,56.0,0
1470,comfy,5,6,6.06,0.1904393241792284,0.0733157427688485,0.11459800740167993,0.10524376349950501,3.08,7.25,2.25,40.0,0
1471,comic,5,6,7.0,0.5955324157827269,0.06161344400975261,0.5955324157827269,0.17060738914003273,4.0,7.5,10.82,36.0,0
1472,comical,7,8,9.42,0.4388231971125258,0.09214406247802484,0.4388231971125258,0.17090700868523354,2.97,6.95,0.82,46.0,1
1473,comics,6,7,5.89,0.09878055058293622,0.07059279740506513,0.12845612306973136,0.06615183985271436,4.77,6.95,4.33,39.0,0
1474,comma,5,5,7.47,0.08796125166375676,0.15177320979940875,0.08594048481365124,0.17209944341015856,4.65,4.47,0.98,35.0,0
1475,command,7,7,8.67,0.5264554628145667,0.12200693005906639,0.5396405877219524,0.16251447090392585,2.48,4.19,43.63,38.0,0
1476,commandant,10,11,11.72,0.16956321564261018,0.11186786843686727,0.14557808412069448,0.06362156463030601,3.77,5.16,2.57,62.0,0
1477,commandeer,10,10,11.88,0.3972355951122828,0.16750654623746478,0.15111041689870922,0.1350213395028081,3.7,4.43,0.55,57.0,1
1478,commander,9,9,8.19,0.555239684511654,0.20490840510114605,0.2107937355609933,0.2634942805530461,4.31,4.73,37.0,45.0,1
1479,commanding,10,9,12.85,0.06255399174625914,0.11374025992620843,0.0884989729888044,0.16207569918539153,2.31,4.57,6.9,54.0,0
1480,commandment,11,11,7.58,0.596544631271216,0.09640543316696915,0.596544631271216,0.13772068687012537,2.53,5.55,1.63,65.0,1
1481,commando,8,8,11.32,0.6297029418661968,0.21366059694020367,0.6429284541784146,0.19740260435171866,3.9,5.52,1.06,49.0,1
1482,commence,8,7,11.37,0.5734372046244108,0.1517946613012115,0.6052851815462533,0.11444339290954708,2.83,5.32,4.61,46.0,0
1483,commend,7,7,10.81,0.3375646113259299,0.10140331544456282,0.3668180153938541,0.11196697252466664,2.14,7.0,1.78,38.0,0
1484,commendable,11,10,10.32,0.07358859741265765,0.03626983484446445,0.10307473148932947,0.07620191242805043,2.21,6.76,0.86,77.0,1
1485,comment,7,7,8.84,0.4395397207364664,0.08087963566781343,0.472016964270095,0.12730673997951236,3.29,5.65,12.82,38.0,0
1486,commerce,8,6,13.44,0.03395070758646604,0.02468839640853646,0.0582304713675423,0.021235109868236696,2.76,5.21,3.47,54.0,0
1487,commit,6,6,10.06,0.39392115900112445,0.09763390260712589,0.398188449700211,0.1210109305563694,2.17,5.85,19.29,37.0,0
1488,commitment,10,10,9.33,0.48599049934765864,0.08095833140907846,0.48599049934765864,0.07157125343030676,1.74,6.33,10.78,65.0,1
1489,commodore,9,8,11.56,0.3599880739365133,0.07797783976267035,0.10998594636827089,0.09538490976905206,3.88,4.82,3.61,70.0,0
1490,common,6,6,6.94,0.21961905667736872,0.05249342555123701,0.1961019118412971,0.051942438368083696,2.07,5.94,44.61,39.0,0
1491,commoner,8,8,8.56,0.3512343944128534,0.10693212146485127,0.062203624574807534,0.12796618074139737,3.79,4.42,0.71,45.0,1
1492,communicate,11,11,7.63,0.41109272783623824,0.2607779514837927,0.5515991837355437,0.24685434638249665,3.43,6.28,8.51,57.0,1
1493,communion,9,10,8.15,0.06556091854478692,0.06276818322166969,0.03281228015698837,0.04118469753684277,3.39,5.37,2.08,53.0,0
1494,companion,9,10,9.58,0.5140137497477478,0.1731333150768797,0.5140137497477478,0.15769117328868418,3.75,7.25,6.33,54.0,1
1495,companionship,13,13,10.83,0.04098720245866244,0.07058945771323893,0.10442525138569184,0.05318260921497335,2.45,7.9,1.88,103.0,1
1496,company,7,8,6.84,0.09673833350833189,0.04494572505032168,0.3846952649997388,0.10232842355772141,4.11,5.64,147.2,52.0,1
1497,compare,7,7,8.57,0.48398661087064226,0.10979937313027452,0.08969966883579047,0.1615599540707171,2.52,5.09,8.35,40.0,0
1498,compartment,11,11,8.44,0.47650296007683324,0.09671205779419222,0.6534718419430073,0.11345805543133063,3.57,5.36,5.96,66.0,0
1499,compass,7,7,8.44,0.107180637496599,0.048911629593844666,0.15522891834472785,0.04706341801565939,4.66,5.75,4.06,43.0,0
1500,compassion,10,8,9.05,0.5402920624961074,0.053336911230062706,0.10166742472408254,0.04085595593959677,1.89,7.9,6.25,56.0,0
1501,compassionate,13,11,11.74,0.39898364691269583,0.10723580074338109,0.39898364691269583,0.040943894825167394,1.79,7.95,1.78,89.0,1
1502,compatible,10,10,10.16,0.5623197521346479,0.10015591937366555,0.5623197521346479,0.07135916632344055,2.31,6.29,2.35,73.0,0
1503,compel,6,7,12.61,0.38687366500615306,0.05321738517830443,0.38687366500615306,0.1311261798790044,1.83,4.89,1.02,38.0,0
1504,compelling,10,9,9.06,0.46131056592982667,0.030726892758830265,0.46131056592982667,0.093507169915372,1.81,6.0,1.9,56.0,0
1505,compensate,10,10,11.6,0.5308567867603512,0.15309579541507817,0.5229004055013634,0.2069698605816702,2.65,6.36,2.43,61.0,0
1506,compete,7,7,6.94,0.11512304175122748,0.2149684524632209,0.6746958997269068,0.12461115939810424,2.57,5.35,8.47,33.0,0
1507,compile,7,7,10.79,0.4937153975723478,0.0918593516136379,0.5170903761892891,0.10180431751746265,2.64,5.21,0.53,39.0,0
1508,complacent,10,10,14.35,0.030556962840797206,0.06422551172119707,0.11063784529370442,0.05676325156357566,2.17,4.53,0.43,61.0,0
1509,complain,8,8,7.28,0.5912582051453101,0.2615941244588696,0.5912582051453101,0.23255555145624976,2.6,3.1,12.55,51.0,0
1510,complaint,9,9,7.84,0.7610095678232813,0.27107561324043883,0.7610095678232813,0.2703992522121968,2.69,3.21,10.16,48.0,0
1511,complete,8,8,6.58,0.2905111308107135,0.1212409087869404,0.29177521477231566,0.12161516300274242,2.7,6.5,51.69,43.0,0
1512,complexion,10,10,11.42,0.5285954584069891,0.06611998857095008,0.5285954584069891,0.12172900466639067,3.36,5.42,1.92,63.0,1
1513,complicate,10,10,9.32,0.47424156874154877,0.21720999893679432,0.4813174064163629,0.13417715549743997,1.65,3.3,1.47,53.0,0
1514,complicated,11,12,8.39,0.33648542809631216,0.09759882707943077,0.16488423242132574,0.10066612682611405,2.21,3.82,27.16,54.0,0
1515,complicity,10,11,13.67,0.042588973420677995,0.09737731591826788,0.09398540825330258,0.05228112317777982,1.7,4.45,0.41,65.0,0
1516,comply,6,7,10.53,0.6769331605401308,0.039786448880827045,0.5791445379911481,0.13798918463930226,2.19,4.25,2.31,39.0,0
1517,component,9,10,10.78,0.631032197474854,0.04456335099128724,0.631032197474854,0.052538130229674074,3.04,5.62,1.59,55.0,0
1518,compost,7,8,9.72,0.07582676745581728,0.045310447304297785,0.025174636012542204,0.031048934820240674,4.46,5.47,0.55,39.0,0
1519,compromise,10,10,9.1,0.48891588412004405,0.14029737807694273,0.47477558883062554,0.04813851138549991,1.8,5.62,7.02,64.0,0
1520,compute,7,8,10.95,0.23430522922977315,0.2367110605392879,0.23438581181417373,0.1569138836416395,2.39,5.74,0.71,33.0,0
1521,computing,9,10,10.36,0.017326056852702432,0.03386438239020986,0.0507655095055885,0.10707077014995926,3.25,6.09,0.43,47.0,0
1522,comrade,7,7,10.38,0.6987710948416921,0.14803399797423786,0.6987710948416921,0.03349060297031325,3.69,7.3,8.55,50.0,0
1523,con,3,4,9.64,0.07588031429530967,0.12676430562367338,0.052747997616565116,0.11339451467761119,2.5,3.21,12.63,20.0,0
1524,conceal,7,7,10.81,0.5440365491311292,0.10886079345662834,0.5533328860095119,0.32898040870320266,3.19,3.95,2.53,44.0,0
1525,concealment,11,11,10.62,0.07537851627393383,0.05185406441531233,0.08038396062769902,0.044704440868349946,2.52,4.21,0.51,76.0,1
1526,conceit,7,7,12.3,0.3855776853512479,0.0772944172466417,0.3855776853512479,0.10260529589666882,2.1,3.75,0.47,38.0,0
1527,conceited,9,9,12.06,0.054483507718280685,0.08278085991913597,0.10379234424880703,0.07321291350007332,1.62,2.75,1.84,43.0,0
1528,concern,7,7,7.42,0.5129179853073673,0.09351187330380537,0.5129179853073673,0.10582027319129475,1.7,5.05,26.12,38.0,0
1529,concerned,9,8,8.79,0.35159710916504233,0.08581771768129741,0.35159710916504233,0.09756483498427931,1.86,4.61,44.33,42.0,0
1530,concerto,8,8,12.89,0.6663162399329281,0.1471564913372632,0.6663162399329281,0.15413165636707687,3.75,5.7,0.94,46.0,0
1531,conch,5,5,10.5,0.18893110172952704,0.13836041128344106,0.1894760511999676,0.052635433864109155,4.52,5.37,0.39,33.0,0
1532,concierge,9,9,12.19,0.1405992828416853,0.03061760567031353,0.0864071483737471,0.017282441510445168,3.89,5.35,1.43,62.0,0
1533,concise,7,7,12.6,0.5408337415003308,0.05402809896991498,0.5408337415003308,0.04584771433450802,1.88,5.47,0.43,47.0,0
1534,concoction,10,9,10.19,0.5683773656106662,0.1268594249885951,0.5683773656106662,0.16783383844135544,3.5,5.52,0.39,49.0,1
1535,concourse,9,7,13.94,0.0767590704166303,0.023903610606402434,0.06932500004672097,0.030789719211772367,3.96,4.9,0.67,58.0,0
1536,concrete,8,8,7.44,0.05142756037185777,0.022591521744035652,0.04158042903601219,0.02325531268415967,4.59,4.82,7.43,58.0,0
1537,concubine,9,10,12.6,0.59405263270795,0.061242323947137085,0.59405263270795,0.11458833662548394,3.36,3.53,1.25,60.0,0
1538,concur,6,7,11.69,0.24348819672723782,0.05530281821507388,0.054593255807510656,0.1325351689567682,2.08,6.0,1.2,39.0,0
1539,concussion,10,8,10.8,0.5887456934016089,0.1757738247417148,0.5887456934016089,0.1461368510456786,3.19,3.45,4.49,49.0,1
1540,condemn,7,7,12.5,0.5863698335465228,0.2152980110275963,0.5936361261189712,0.2328179516691461,1.96,2.62,2.37,54.0,0
1541,condensed,9,9,12.06,0.05863621446339693,0.1097097241403883,0.05025108166270997,0.11896131391226941,2.93,4.38,0.39,45.0,0
1542,condescending,13,13,11.95,0.37808735377739083,0.1135335766185714,0.37808735377739083,0.11209666825501376,2.19,3.8,1.29,82.0,0
1543,condition,9,8,8.42,0.3128789157384412,0.1097936900926828,0.34870789576294725,0.0980271481295009,2.15,4.32,37.96,49.0,0
1544,conditioning,12,10,10.61,0.17983026371188204,0.08020235031234632,0.17983026371188204,0.05247538604354231,2.25,4.89,3.84,69.0,0
1545,condom,6,7,12.0,0.6594035861611666,0.06601282256441103,0.7416470057903712,0.06400517588810743,4.87,5.44,5.16,36.0,0
1546,condone,7,7,12.25,0.5010051884515689,0.07916597343231321,0.5164171117077613,0.17267341588825807,1.79,5.1,1.16,38.0,0
1547,condor,6,7,13.57,0.34115592605991607,0.12282883844816635,0.05885448789222644,0.046573819132634434,4.46,4.76,1.18,35.0,0
1548,conduit,7,7,13.11,0.49676100685310864,0.11064266120447142,0.49676100685310864,0.048113679269296925,3.58,4.5,1.04,52.0,0
1549,cone,4,4,4.67,0.2399384895220247,0.12003559579610476,0.5663777550001448,0.11805341278138254,4.86,6.1,2.92,20.0,0
1550,confer,6,7,13.39,0.039744775604405924,0.14879628829759903,0.06604676954276359,0.14245207220904155,2.35,5.09,1.29,35.0,0
1551,confess,7,7,7.11,0.5777084922353922,0.09017220238632957,0.5694547908193097,0.15412057966896706,2.57,4.85,15.84,40.0,0
1552,confession,10,8,8.55,0.4819506616234625,0.14153522805769886,0.5496711866147862,0.12757420583332924,2.4,5.47,16.49,47.0,1
1553,confessional,12,10,11.05,0.07362917014829179,0.08173314858424208,0.12439077302391123,0.06558088347365909,2.77,4.62,1.29,68.0,1
1554,confetti,8,8,7.39,0.02522530985229673,0.023451048554800066,0.09999304300694647,0.02515843843799978,4.93,6.26,0.9,60.0,0
1555,confide,7,7,11.22,0.23939481969060245,0.10663447657679971,0.43347641577304497,0.10206538928906028,1.81,6.21,1.9,37.0,0
1556,confiscate,10,10,10.78,0.5558268330291979,0.2242753839555538,0.5593492414520383,0.17715713951309633,3.13,3.59,0.98,70.0,0
1557,conflicting,11,11,11.52,0.038016380584556544,0.044491041546071974,0.04623978912757263,0.06650759099078697,2.0,3.5,0.73,58.0,0
1558,confuse,7,8,6.33,0.4710281480659544,0.13424859455472657,0.47875166042296163,0.14088502575052841,2.04,4.5,4.76,46.0,0
1559,confused,8,9,8.02275,0.1325652066462491,0.15174082585817653,0.39290691892686097,0.23245315506194186,2.33,3.11,32.41,47.0,0
1560,confusing,9,10,6.95,0.16026914787860289,0.0954998192177054,0.1344205122049483,0.24279909147418186,1.84,3.0,9.84,51.0,0
1561,congestion,10,10,10.2,0.019720859431516226,0.03567281165412049,0.04831413436027187,0.04691820071548958,3.61,3.25,0.47,50.0,1
1562,congratulate,12,12,9.57,0.6394874672787413,0.3049780827672036,0.6106535844492341,0.21034811119242017,3.04,6.33,7.02,80.0,0
1563,conjecture,10,10,13.11,0.5817316945979032,0.14254668984995897,0.062253158899860425,0.09806208695035538,1.75,4.71,0.82,72.0,0
1564,connect,7,7,7.58,0.5336812289434381,0.08900287815995943,0.6299435773140881,0.14081960763561968,2.88,6.61,9.65,39.0,0
1565,connection,10,8,8.0,0.667796534369004,0.10351825392254306,0.667796534369004,0.13737527406475183,3.0,6.0,27.18,40.0,1
1566,connoisseur,11,9,14.28,0.5678320445547244,0.03652513006661747,0.14714701669656285,0.054050861170709744,2.7,5.85,0.61,93.0,0
1567,conquer,7,7,10.06,0.5199533896129395,0.13831392694294264,0.10084741615335811,0.26228705752818127,2.9,4.29,4.98,46.0,0
1568,conquering,10,9,10.0,0.08574165191882717,0.0478589917860618,0.10733990297360363,0.09505619758541999,2.86,4.58,1.06,59.0,0
1569,conqueror,9,9,10.32,0.42027449827526675,0.14721219150094553,0.08634812955967736,0.08819968216680235,3.54,5.1,1.12,65.0,1
1570,conscience,10,8,9.72,0.5101661271824264,0.07632162812255061,0.5101661271824264,0.1643123207046028,1.96,5.9,13.9,62.0,0
1571,conscious,9,7,10.7,0.48592568392206553,0.06322738456920078,0.48667549201560706,0.11710399628205623,2.03,5.53,6.8,58.0,0
1572,consciousness,13,10,9.74,0.48324079312056956,0.07735366245326684,0.49879636043101233,0.0986856206411923,2.32,6.48,8.1,84.0,1
1573,consecutive,11,12,10.0,0.48640116391100385,0.04714166212380019,0.48640116391100385,0.032063922547459205,2.48,4.75,1.63,68.0,0
1574,consensus,9,10,12.32,0.0970860889633269,0.03261243073627458,0.0765750889305344,0.027368710039004228,2.32,5.74,1.63,56.0,0
1575,consequence,11,11,6.72,0.42212969555874963,0.10762877565941567,0.42212969555874963,0.060245168371233754,2.64,3.86,3.14,68.0,0
1576,consider,8,9,9.33,0.4842271461086642,0.15749634854851757,0.5361995764523473,0.11433325632292195,1.68,6.56,52.47,49.0,0
1577,considerable,12,12,10.42,0.11780697983152941,0.057242580075123506,0.047572059821909186,0.04816627410589609,2.14,6.0,4.53,83.0,1
1578,considerate,11,11,8.22,0.41579716920390736,0.048814736891295625,0.41579716920390736,0.050821276704224885,1.92,7.2,3.43,65.0,1
1579,consignment,11,11,14.53,0.029085248824207034,0.05533978291268177,0.04955419326407461,0.03318377577244794,2.63,5.58,0.57,70.0,1
1580,consort,7,7,12.79,0.1891446512592126,0.07056393532365132,0.526648160009971,0.08378177293472142,2.67,5.1,0.63,38.0,0
1581,conspicuous,11,11,11.7,0.36872818601371704,0.09153344393755096,0.36872818601371704,0.09779704270254116,1.89,4.05,1.47,78.0,0
1582,conspire,8,9,11.0,0.4649572609050456,0.06583558933204561,0.11220940478943395,0.21726835425717997,2.67,3.9,0.61,55.0,0
1583,constable,9,9,11.06,0.6352700094594744,0.16125855202663475,0.6352700094594744,0.06586010500296144,4.54,5.2,2.82,54.0,0
1584,constant,8,9,9.84,0.4519908465582598,0.0910954325137488,0.49163450311006046,0.12933114965516518,2.04,5.9,9.92,46.0,0
1585,consul,6,7,13.16,0.228942871168453,0.0683546011508236,0.23421482038932756,0.03480295375106084,3.36,4.39,3.61,47.0,0
1586,consulate,9,10,14.33,0.521605253260286,0.10022571478973498,0.521605253260286,0.23311025006193095,3.6,4.53,4.88,48.0,1
1587,consult,7,8,10.95,0.32304561475176147,0.1100615427973745,0.3298636886545336,0.12140787942378777,3.04,5.41,5.59,45.0,0
1588,consultant,10,11,12.26,0.5968136863921605,0.08151873335239153,0.5968136863921605,0.10291938553138551,3.97,6.05,3.67,62.0,1
1589,contact,7,8,7.78,0.5803073563275819,0.09852244640744717,0.5809909296413001,0.16553228225084252,3.86,6.17,64.8,40.0,0
1590,contagion,9,9,11.62,0.07294689076319195,0.038847754138056745,0.08721014062800483,0.05640198349907185,2.79,2.85,0.41,57.0,1
1591,contagious,10,9,8.17,0.07913719011926662,0.05575780850444986,0.09577023714614363,0.05090824280618079,2.71,3.05,3.33,70.0,1
1592,contaminate,11,11,10.9,0.4821447415343425,0.20372362893891544,0.48900971668327453,0.09668353672687166,3.1,3.53,0.71,63.0,0
1593,contemplate,11,11,10.58,0.3926505860617436,0.1540119994480385,0.46302666670899745,0.18202794371438263,1.71,5.48,1.24,67.0,0
1594,contempt,8,9,12.44,0.36878018408901336,0.036122565813871715,0.3408802153318785,0.059443082282040725,1.82,3.22,5.02,56.0,0
1595,contend,7,8,12.42,0.18044657222257757,0.06483651054407685,0.18308994065347373,0.09551587642848845,2.07,5.37,0.94,38.0,0
1596,contender,9,10,12.0,0.5751633224386837,0.14102425447733774,0.030570211629876873,0.1195738879818924,3.0,5.0,0.96,50.0,1
1597,contentment,11,12,10.72,0.1636393781334674,0.03961067403342892,0.05531027736594341,0.02493518583308129,2.25,6.62,0.41,71.0,1
1598,continue,8,9,7.53,0.5494271115778178,0.18524130036330952,0.550228313470059,0.2906990845896122,2.36,5.61,49.55,49.0,0
1599,continuum,9,10,14.35,0.044246283124117596,0.04592039644070805,0.015287000891229894,0.07269925723901335,2.36,5.15,1.51,65.0,0
1600,contraception,13,13,13.16,0.04975003497669962,0.10003900373727508,0.02812415418864958,0.051214101943520156,3.29,6.1,0.45,68.0,1
1601,contraction,11,10,12.89,0.5717194220013714,0.1301070519863799,0.5717194220013714,0.14164439819792124,3.53,4.33,1.08,48.0,1
